context,question,label
You are on a train.,Train seat are typically used for assisting traveler.,1
You are seating during the ride.,Train seat are typically used for assisting traveler.,1
There are train seats available.,Train seat are typically used for assisting traveler.,1
A person has sharp mind and genius.,A person typically desire witty.,1
A person is stupid.,A person typically desire witty.,0
A person is feeling.,A person typically desire witty.,1
If a person is demon.,A person typically desire witty.,0
The person believes in themselves.,A person typically desires confidence.,1
The person is shy.,A person typically desires confidence.,0
The person is nervous.,A person typically desires confidence.,1
A person is confidence himself.,A person typically desires confidence.,1
A person feels suspected on all.,A person typically desires confidence.,0
A person is selfish in love.,A person typically desire spouse to faithful.,1
A person faithful himself.,A person typically desire spouse to faithful.,1
A person unfair to his spouse.,A person typically desire spouse to faithful.,0
The person lacks trust in spouse.,A person typically desire spouse to faithful.,1
The person is suspicious.,A person typically desire spouse to faithful.,0
The lake is dry.,Lake can typically be used for holding fish.,0
The lake is polluted.,Lake can typically be used for holding fish.,0
The lake was polluted by industry.,Lake can typically be used for holding fish.,0
The lake is full of water.,Lake can typically be used for holding fish.,1
The lake has healthy water.,Lake can typically be used for holding fish.,1
The water is clean and healthy for life.,Lake can typically be used for holding fish.,1
The stove is off.,Forgetting cooking typically causes food burning food.,0
The stove is on.,Forgetting cooking typically causes food burning food.,1
The listener likes the singing of the singer.,Hearing singing typically cause covering ones ears.,0
The listener does not like to listen to songs.,Hearing singing typically cause covering ones ears.,1
The person is sleeping.,Exercising typically cause fatigue.,0
The person is doing exercises fastly.,Exercising typically cause fatigue.,1
A person like healthy life.,A person typically has desire for bodies to healthful.,1
A person cares about how healthy their body is.,A person typically has desire for bodies to healthful.,1
A person does not care about how healthy their body is.,A person typically has desire for bodies to healthful.,0
The person goes on a diet.,A person typically has desire for bodies to healthful.,1
The person eats too little.,A person typically has desire for bodies to healthful.,0
The person is so much hungry.,A person typically has desire for good breakfast.,1
There is lack of necessary ingredients for the recipe.,A person typically has desire for good breakfast.,0
A person wakes up early and have time in morning.,A person typically has desire for good breakfast.,1
A person wakes up too late.,A person typically has desire for good breakfast.,0
The person swallows without chewing.,Chewing food typically causes tasting good.,0
The person tastes the food.,Chewing food typically causes tasting good.,1
Chewing rotten or spoiled food.,Chewing food typically causes tasting good.,0
Chewing food that is well made will taste good.,Chewing food typically causes tasting good.,1
Electric socket is full damaged.,Electric socket are typically used to provide power.,0
The power is out.,Electric socket are typically used to provide power.,0
Electricity is shut off.,Electric socket are typically used to provide power.,0
If i work to electrician.,Electric socket are typically used to provide power.,1
There is electricity at the socket.,Electric socket are typically used to provide power.,1
Electricity is running and on.,Electric socket are typically used to provide power.,1
I went to working time.,Going to sporting event are typically used for excitement.,0
The sporting event is cancelled.,Going to sporting event are typically used for excitement.,0
You dislike sports.,Going to sporting event are typically used for excitement.,0
I interested to go.,Going to sporting event are typically used for excitement.,1
The sport has an audience.,Going to sporting event are typically used for excitement.,1
You enjoy sports.,Going to sporting event are typically used for excitement.,1
There is no ears.,Earring are typically used for decoration.,0
Your ears are unpierced.,Earring are typically used for decoration.,0
We have ears.,Earring are typically used for decoration.,1
Your ears are pierced.,Earring are typically used for decoration.,1
You have pierced ears.,Earring are typically used for decoration.,1
You are eating it alone.,Cake can typically be used when celebrating someones special event.,0
I bakery shop is closed.,Cake can typically be used when celebrating someones special event.,0
Someone hates cake.,Cake can typically be used when celebrating someones special event.,0
It is someones birthday.,Cake can typically be used when celebrating someones special event.,1
I will cook to cake.,Cake can typically be used when celebrating someones special event.,1
Cake has decorations.,Cake can typically be used when celebrating someones special event.,1
A person like nourishment.,A person typically do desire for nourishment.,1
As per doctor suggenstion.,A person typically do desire for nourishment.,1
Unable to control diet chart.,A person typically do desire for nourishment.,0
The person makes a healthy meal.,A person typically do desire for nourishment.,1
The person eats junk food that doesnt meet macros.,A person typically do desire for nourishment.,0
Apply for a job.,A person typically has desire for good well paying job.,1
Vacancy is low.,A person typically has desire for good well paying job.,0
The person prefer to do job.,A person typically has desire for good well paying job.,1
The person dislike jobs and prefer business .,A person typically has desire for good well paying job.,0
The person completes their education.,A person typically has desire for good well paying job.,1
The person is a convict.,A person typically has desire for good well paying job.,0
People want to be in control and independent.,A person typically do desire to live life on own terms.,1
A person is independent.,A person typically do desire to live life on own terms.,1
A person depends others.,A person typically do desire to live life on own terms.,0
A person has self knowledge.,A person typically do desire to live life on own terms.,1
If a person is fool.,A person typically do desire to live life on own terms.,0
The volume is off.,Radio are typically used to listen to traffic report.,0
You are deaf.,Radio are typically used to listen to traffic report.,0
The radio is too quiet.,Radio are typically used to listen to traffic report.,0
The radio is on.,Radio are typically used to listen to traffic report.,1
You are on the way to work.,Radio are typically used to listen to traffic report.,1
The radio is turned on.,Radio are typically used to listen to traffic report.,1
The showroom is full.,Showroom can typically be used for displaying specialty items.,0
The store has gone out of business.,Showroom can typically be used for displaying specialty items.,0
Showroom is closed.,Showroom can typically be used for displaying specialty items.,0
You have specialty items.,Showroom can typically be used for displaying specialty items.,1
The store has many items to display.,Showroom can typically be used for displaying specialty items.,1
Showroom is open.,Showroom can typically be used for displaying specialty items.,1
A person is a novelty seeker.,A person typically has desire for new.,1
A person lives with grandparents.,A person typically has desire for new.,0
The person earns good and spend for it.,A person typically has desire for new.,1
The person is stingy or making less money.,A person typically has desire for new.,0
A person like sweet.,A person typically have desire for sweet fruit.,1
The person has functioning taste buds.,A person typically have desire for sweet fruit.,1
The person had an illness that took away their sense of taste.,A person typically have desire for sweet fruit.,0
A person likes to eat.,A person typically have desire for sweet fruit.,1
If a person like spicy.,A person typically have desire for sweet fruit.,0
A person eats only healthy foods.,A person typically desire have firm body.,1
A person eats junk foods most of the time.,A person typically desire have firm body.,0
A person cares about physical fitness.,A person typically desire have firm body.,1
The person lifts weights.,A person typically desire have firm body.,1
The person is inactive and large.,A person typically desire have firm body.,0
Stores are closed.,Shopping are typically used for stabilizing economy.,0
You are broke.,Shopping are typically used for stabilizing economy.,0
People have money to shop.,Shopping are typically used for stabilizing economy.,1
You have money.,Shopping are typically used for stabilizing economy.,1
A person has a problem.,A person typically desire get away with everything.,1
A person likes everything.,A person typically desire get away with everything.,0
The person has very forgiving family and friends.,A person typically desire get away with everything.,1
American children like peanut butter and jelly.,American children typically has desire to eat peanut butter and jelly.,1
The parents buy peanut butter for the children.,American children typically has desire to eat peanut butter and jelly.,1
The parents deny to get some.,American children typically has desire to eat peanut butter and jelly.,0
"There is a good availability of peanut, jelly and butter in america.",American children typically has desire to eat peanut butter and jelly.,1
American children are allergic to peanuts and jelly.,American children typically has desire to eat peanut butter and jelly.,0
The area is desolate and uncharted.,Map are typically used to show cities towns and villages.,0
The area shown on the map is untouched wilderness.,Map are typically used to show cities towns and villages.,0
Cities towns and villages have been undocumented.,Map are typically used to show cities towns and villages.,0
A cartographer has charted the area.,Map are typically used to show cities towns and villages.,1
The area shown on the map has been explored.,Map are typically used to show cities towns and villages.,1
Someone documented these locations.,Map are typically used to show cities towns and villages.,1
Bunny like everyone.,Bunny typically desire hop.,1
Bunny not like everyone.,Bunny typically desire hop.,0
Bunny is hopefull.,Bunny typically desire hop.,1
Bunny eats well.,Bunny typically desire hop.,0
Bunny is happy by seeing carrots.,Bunny typically desire hop.,1
Bunny is hungry.,Bunny typically desire hop.,0
You are unqualified.,Being in charge of project are typically used as being efficent.,0
You are slow at the project.,Being in charge of project are typically used as being efficent.,0
You are unemployed.,Being in charge of project are typically used as being efficent.,0
You have experience doing the project.,Being in charge of project are typically used as being efficent.,1
You understand the project.,Being in charge of project are typically used as being efficent.,1
You are in a management position.,Being in charge of project are typically used as being efficent.,1
The person wants to watch movies with immense pleasure in a big screen.,A person typically desires large computer monitor.,1
The person budget is insufficient to buy a large computer monitor anytime soon.,A person typically desires large computer monitor.,0
A person found large monitor.,A person typically desires large computer monitor.,1
A person likes small monitor.,A person typically desires large computer monitor.,0
A person need to buy a large monitor.,A person typically desires large computer monitor.,1
A person had low money.,A person typically desires large computer monitor.,0
People is animal lover.,Many people typically desires have cat.,1
People have dogs.,Many people typically desires have cat.,0
The people get an oppurtunity and time to buy a cat.,Many people typically desires have cat.,1
The family members are allergic to pets.,Many people typically desires have cat.,0
The person is at a shelter.,Many people typically desires have cat.,1
You have insomnia.,Sleeping at night can typically be used for feeling good.,0
There is noise.,Sleeping at night can typically be used for feeling good.,0
There is loud music playing outside your bedroom.,Sleeping at night can typically be used for feeling good.,0
You sleep for at least eight hours.,Sleeping at night can typically be used for feeling good.,1
There is silence.,Sleeping at night can typically be used for feeling good.,1
You are in a quiet environment.,Sleeping at night can typically be used for feeling good.,1
A person values themselves and wants to be cared for.,A person typically desires devotion.,1
The person loves god.,A person typically desires devotion.,1
The person is an athiest.,A person typically desires devotion.,0
People is nature lover.,People typically does desire to go camping in beautiful surroundings.,1
People is poor to go camping.,People typically does desire to go camping in beautiful surroundings.,0
There are beautiful environments for youto camp in.,People typically does desire to go camping in beautiful surroundings.,1
People are happy and want break from regular life.,People typically does desire to go camping in beautiful surroundings.,1
People are so much busy have no time for them.,People typically does desire to go camping in beautiful surroundings.,0
Cartoon character evades anvil.,Anvil are typically used to stun cartoon character.,0
You are frozen in place.,Anvil are typically used to stun cartoon character.,0
The anvil is standing still.,Anvil are typically used to stun cartoon character.,0
Cartoon character is hit by anvil.,Anvil are typically used to stun cartoon character.,1
The anvil has momentum.,Anvil are typically used to stun cartoon character.,1
The anvil is dropping.,Anvil are typically used to stun cartoon character.,1
The bookend is horizental.,Bookend can typically be used for keeping books in upright position.,0
The books are too heavy for the bookends to support.,Bookend can typically be used for keeping books in upright position.,0
The books are in a box.,Bookend can typically be used for keeping books in upright position.,0
The bookend is flat.,Bookend can typically be used for keeping books in upright position.,1
The bookend is sturdy.,Bookend can typically be used for keeping books in upright position.,1
The books are on a shelf.,Bookend can typically be used for keeping books in upright position.,1
The calculator is broken.,Using calculator typically cause receiving answers to math problems.,0
The batteries are in the calculator.,Using calculator typically cause receiving answers to math problems.,1
Calculator had a problem .,Using calculator typically cause receiving answers to math problems.,0
To know usage of calculator.,Using calculator typically cause receiving answers to math problems.,1
The animal is still alive.,Fur can typically be used to make furcoat.,0
You already have a coat.,Fur can typically be used to make furcoat.,0
There is too little fur.,Fur can typically be used to make furcoat.,0
The animal is dead.,Fur can typically be used to make furcoat.,1
You know how to sew.,Fur can typically be used to make furcoat.,1
There are animals to use.,Fur can typically be used to make furcoat.,1
Lacrosse is being played on a video game.,Playing lacrosse typically cause exercise.,0
The player does a lot of running during the game.,Playing lacrosse typically cause exercise.,1
A person like cheese and crackers .,A person typically has desire for cheese and crackers.,1
A person is eating burgers and then bursting crackers outside.,A person typically has desire for cheese and crackers.,1
A person is in quarantine.,A person typically has desire for cheese and crackers.,0
A person eats crackers.,A person typically has desire for cheese and crackers.,1
A person has run out of food.,A person typically has desire for cheese and crackers.,0
A person is reverent.,A person typically do desire for other people to respect.,1
The person is respectful themselves.,A person typically do desire for other people to respect.,1
The person is disrespectful to others.,A person typically do desire for other people to respect.,0
The person is in an honourable position.,A person typically do desire for other people to respect.,1
The person has a bad reputation.,A person typically do desire for other people to respect.,0
You are out of vegetables at home.,Eating vegetables are typically used for staying healthy.,0
There is no vegetables.,Eating vegetables are typically used for staying healthy.,0
You live in a food desert.,Eating vegetables are typically used for staying healthy.,0
You buy vegetables at grocery store.,Eating vegetables are typically used for staying healthy.,1
We eat vegetables regularly.,Eating vegetables are typically used for staying healthy.,1
You have a garden.,Eating vegetables are typically used for staying healthy.,1
All the things are of same type.,Self adhesive label are typically used when attaching to things to identify.,0
You are identifying digital files.,Self adhesive label are typically used when attaching to things to identify.,0
The self adhesive label loses its stickyness.,Self adhesive label are typically used when attaching to things to identify.,0
You have large things to put in order.,Self adhesive label are typically used when attaching to things to identify.,1
You are using paper products.,Self adhesive label are typically used when attaching to things to identify.,1
You write the name of the object to identify.,Self adhesive label are typically used when attaching to things to identify.,1
A person has good self esteem and desires to see their life improve.,A person typically desire improve lot in life.,1
A person does not have good self esteem and does not desire to see their life improve.,A person typically desire improve lot in life.,0
The person work hard.,A person typically desire improve lot in life.,1
The person is an engineer.,A person typically desire improve lot in life.,0
The person has high aims.,A person typically desire improve lot in life.,1
The person is sad and lazy.,A person typically desire improve lot in life.,0
A person has a good knowledge .,A person typically desires earn living.,1
A person has a knowledge.,A person typically desires earn living.,0
A person is hard worker.,A person typically desires earn living.,1
A person is unenthusiastic to earn.,A person typically desires earn living.,0
The person has a stable job.,A person typically desires earn living.,1
The person is a convict.,A person typically desires earn living.,0
The person goes to a clean place.the place.,A person typically has desire for clean place to step.,1
The place is filled with dirt.,A person typically has desire for clean place to step.,0
The person is sleeping.,A person typically has desire for clean place to step.,1
The person wants to explore.,A person typically has desire for clean place to step.,0
The person is at home.,A person typically has desire for clean place to step.,1
The person is outside and its raining.,A person typically has desire for clean place to step.,0
The united states government intends harm.,United states is typically used for protection.,0
You live in a country at war with the us.,United states is typically used for protection.,0
The us government has a desire to protect.,United states is typically used for protection.,1
You are a us citizen.,United states is typically used for protection.,1
The person is at home.,Surfing typically cause accidental drowning.,0
The person surfs in deep depths.,Surfing typically cause accidental drowning.,1
You only have one course.,Taking course typically causes tighter schedule.,0
You have a lot of courses.,Taking course typically causes tighter schedule.,1
The person is unemployed.,Taking course typically causes tighter schedule.,0
The person also has a job.,Taking course typically causes tighter schedule.,1
You are distracted by children during the news broadcast.,Watching evening news are typically used for knowing what happened during day.,0
You are away from the television.,Watching evening news are typically used for knowing what happened during day.,0
Your tv is off.,Watching evening news are typically used for knowing what happened during day.,0
You have time to pay attention to the news broadcast.,Watching evening news are typically used for knowing what happened during day.,1
You have a television.,Watching evening news are typically used for knowing what happened during day.,1
You have a tv.,Watching evening news are typically used for knowing what happened during day.,1
The person always has their lights on.,A person typically desire low electric bill.,0
The person already gets low electric bill.,A person typically desire low electric bill.,1
The person claimed more electricity.,A person typically desire low electric bill.,0
A persons spends less electricity.,A person typically desire low electric bill.,1
A person spends more electricity.,A person typically desire low electric bill.,0
The curb is too short.,Curb is typically used for gutter.,0
You live in a rural area.,Curb is typically used for gutter.,0
The curb is in a parking lot.,Curb is typically used for gutter.,0
The curb is high enough.,Curb is typically used for gutter.,1
You live in a city.,Curb is typically used for gutter.,1
The curb runs along the roof line.,Curb is typically used for gutter.,1
The ice cream has melted.,Eating ice cream are typically used for cooling off on hot night.,0
The ice cream has completely melted.,Eating ice cream are typically used for cooling off on hot night.,0
The night is cold.,Eating ice cream are typically used for cooling off on hot night.,0
The ice cream is cold.,Eating ice cream are typically used for cooling off on hot night.,1
You have a freezer in which to keep the ice cream.,Eating ice cream are typically used for cooling off on hot night.,1
Ice cream is cold.,Eating ice cream are typically used for cooling off on hot night.,1
You are walking around barefoot.,Taking walk typically cause relief.,0
You are wearing padded shoes.,Taking walk typically cause relief.,1
The person is happy and satisfied itself.,A person typically do desire for others to content.,1
The person is greedy and dissatisfied.,A person typically do desire for others to content.,0
A person cares about other people being happy.,A person typically do desire for others to content.,1
The string is snapped.,String can typically be used for hanging lights outdoors.,0
The string breaks.,String can typically be used for hanging lights outdoors.,0
You live in an apartment.,String can typically be used for hanging lights outdoors.,0
There is a place to hang the string.,String can typically be used for hanging lights outdoors.,1
The string has lights on it.,String can typically be used for hanging lights outdoors.,1
You have nails to attach the string to.,String can typically be used for hanging lights outdoors.,1
Your connection keeps dropping.,Going on internet are typically used for meeting people.,0
You are offline.,Going on internet are typically used for meeting people.,0
She uses the internet for work.,Going on internet are typically used for meeting people.,0
A lot of people are online.,Going on internet are typically used for meeting people.,1
You have internet access.,Going on internet are typically used for meeting people.,1
Internet dating sites are numerous.,Going on internet are typically used for meeting people.,1
The person is happy.,A person typically do desire to sing and dance.,1
The person have a happy life.,A person typically do desire to sing and dance.,0
A person attend birthday party.,A person typically do desire to sing and dance.,1
If the song get bored.,A person typically do desire to sing and dance.,0
The person is confident and sings and dances in front of others.,A person typically do desire to sing and dance.,1
A person likes coke.,A person typically desire coca cola.,1
A person gets coca cola to drink.,A person typically desire coca cola.,1
A person dislike coca cola.,A person typically desire coca cola.,0
The person is at a grocery store.,A person typically desire coca cola.,1
The person has forgotten their wallet.,A person typically desire coca cola.,0
Ink has run out.,Ink can typically be used to make mark on paper.,0
You have to type information on computer.,Ink can typically be used to make mark on paper.,0
The test must be written in pencil.,Ink can typically be used to make mark on paper.,0
Ink has been filled.,Ink can typically be used to make mark on paper.,1
We have to write something.,Ink can typically be used to make mark on paper.,1
She is using a pen to sign her name.,Ink can typically be used to make mark on paper.,1
Your phone is dead.,Taking phone call can typically be used for receiving inquiry.,0
You are away from the phone.,Taking phone call can typically be used for receiving inquiry.,0
You use the phone for fun.,Taking phone call can typically be used for receiving inquiry.,0
Another person answers.,Taking phone call can typically be used for receiving inquiry.,1
The person providing the information has a phone.,Taking phone call can typically be used for receiving inquiry.,1
You run a business via phone.,Taking phone call can typically be used for receiving inquiry.,1
You are celebate.,Procreating are typically used for pleasure.,0
Both animals are of same gender.,Procreating are typically used for pleasure.,0
You are being forced to participate.,Procreating are typically used for pleasure.,0
You have a partner.,Procreating are typically used for pleasure.,1
You want to have a kid.,Procreating are typically used for pleasure.,1
You are consenting.,Procreating are typically used for pleasure.,1
A person is satisfied with what it has.,A person typically desires live long healthy life.,1
A person is irresponsible.,A person typically desires live long healthy life.,0
The person is willing to live .,A person typically desires live long healthy life.,1
The person is willing to die.,A person typically desires live long healthy life.,0
There is no customer.,Serving customers can typically be used as part of sales.,0
The store is closed.,Serving customers can typically be used as part of sales.,0
We have a sales.,Serving customers can typically be used as part of sales.,1
The store is open.,Serving customers can typically be used as part of sales.,1
The knife is missing a handle.,Knife can typically be used for throwing at target.,0
You are cooking.,Knife can typically be used for throwing at target.,0
You miss the target.,Knife can typically be used for throwing at target.,0
There is a dartboard to aim at.,Knife can typically be used for throwing at target.,1
You are at a knifethrowing range.,Knife can typically be used for throwing at target.,1
The knife is sharp.,Knife can typically be used for throwing at target.,1
The orchestra seat is broken.,Orchestra seat can typically be used for seating member of orchestra.,0
The orchestra seat is put away.,Orchestra seat can typically be used for seating member of orchestra.,0
You are at home.,Orchestra seat can typically be used for seating member of orchestra.,0
The orchestra seat is available.,Orchestra seat can typically be used for seating member of orchestra.,1
The orchestra seat is in position.,Orchestra seat can typically be used for seating member of orchestra.,1
You are at an orchestra show.,Orchestra seat can typically be used for seating member of orchestra.,1
You work out sensibly.,Maintaining muscle strength typically cause pain.,0
You are working out too hard.,Maintaining muscle strength typically cause pain.,1
People like movie.,Most people typically desires see films.,1
A person worked in a theatre.,Most people typically desires see films.,1
During lockdown.,Most people typically desires see films.,0
The person pirates movies online.,Most people typically desires see films.,1
The person is camping.,Most people typically desires see films.,0
A person is getting paid minimum wage.,Getting paid typically cause in higher tax bracket.,0
A person getting paid has a high salary.,Getting paid typically cause in higher tax bracket.,1
There is no money.,Getting paid typically cause in higher tax bracket.,0
It comes to unaccounted money.,Getting paid typically cause in higher tax bracket.,1
A person is hard worker.,A person typically desire receive good news.,1
A person has put zero effort.,A person typically desire receive good news.,0
A baby is born in his family.,A person typically desire receive good news.,1
A death happens in his family.,A person typically desire receive good news.,0
A person wants the good news.,A person typically desire receive good news.,1
The person is playing in rain.,Playing basketball typically cause sweating.,0
The person is running.,Playing basketball typically cause sweating.,1
You have an electric stove.,Gas are typically used for cooking.,0
There is an electric stove.,Gas are typically used for cooking.,0
You cook on induction stove.,Gas are typically used for cooking.,0
A gas line runs to the stove.,Gas are typically used for cooking.,1
The gas bill was paid this month.,Gas are typically used for cooking.,1
You have to cook food.,Gas are typically used for cooking.,1
The deli is closed.,Deli restaurant can typically be used for eating sandwiches.,0
I have no money.,Deli restaurant can typically be used for eating sandwiches.,0
Deli is closed.,Deli restaurant can typically be used for eating sandwiches.,0
The meat there is fresh.,Deli restaurant can typically be used for eating sandwiches.,1
I go to deli restaurant.,Deli restaurant can typically be used for eating sandwiches.,1
Deli is open.,Deli restaurant can typically be used for eating sandwiches.,1
The luggage trolley is tipped over.,Luggage trolley can typically be used for storing luggage.,0
You are staying home.,Luggage trolley can typically be used for storing luggage.,0
The luggage trolley is locked.,Luggage trolley can typically be used for storing luggage.,0
The luggage trolley is upright.,Luggage trolley can typically be used for storing luggage.,1
You are travelling.,Luggage trolley can typically be used for storing luggage.,1
The zipper on the luggage trolley works.,Luggage trolley can typically be used for storing luggage.,1
The person is unable to jog regularly.,Going for jog typically causes feeling fit.,0
The person does jog for adequate amount of time regularly.,Going for jog typically causes feeling fit.,1
The picture is not meant to be artwork.,Painting picture can typically be used for creating artwork for display.,0
You keep your picture in an album at home.,Painting picture can typically be used for creating artwork for display.,0
You dont have a canvas.,Painting picture can typically be used for creating artwork for display.,0
You have a display to put the picture in.,Painting picture can typically be used for creating artwork for display.,1
You put your art in a public place.,Painting picture can typically be used for creating artwork for display.,1
You have painting material.,Painting picture can typically be used for creating artwork for display.,1
The meat is warm.,Store refrigerator are typically used for keeping meat from spoiling.,0
The refrigerator is unplugged.,Store refrigerator are typically used for keeping meat from spoiling.,0
Fridge is off.,Store refrigerator are typically used for keeping meat from spoiling.,0
The refrigerator is cold.,Store refrigerator are typically used for keeping meat from spoiling.,1
The temperature in the refrigerator is low enough.,Store refrigerator are typically used for keeping meat from spoiling.,1
Fridge is on.,Store refrigerator are typically used for keeping meat from spoiling.,1
Person like aim.,A person typically desires attain goals.,1
A person cares about their goals.,A person typically desires attain goals.,1
A person does not really care about their goals.,A person typically desires attain goals.,0
A person is ambitious to achieve his goals.,A person typically desires attain goals.,1
The change in appearance is subtle.,Changing appearance typically cause people to look at differently.,0
The change in appearance is obvious to other people.,Changing appearance typically cause people to look at differently.,1
The person has same style .,Changing appearance typically cause people to look at differently.,0
The person wore something differently.,Changing appearance typically cause people to look at differently.,1
Changing appearance by wearing addional dresses with usual style.,Changing appearance typically cause people to look at differently.,0
Changing appearance with different makeups and costumes.,Changing appearance typically cause people to look at differently.,1
A monkey likes bananas.,Monkey typically have desire to eat banana.,1
Someone gives the monkey a banana.,Monkey typically have desire to eat banana.,1
The monkey is too sick to eat.,Monkey typically have desire to eat banana.,0
The monkey is hungry.,Monkey typically have desire to eat banana.,1
The monkey already ate.,Monkey typically have desire to eat banana.,0
The person chases after someone not interested in them.,A person typically do desire for unrequited love.,1
The person meets their soulmate.,A person typically do desire for unrequited love.,0
Pure hearted person.,A person typically do desire for unrequited love.,1
Having irresponsible partner.,A person typically do desire for unrequited love.,0
A person loves unrequitedly.,A person typically do desire for unrequited love.,1
A person hates.,A person typically do desire for unrequited love.,0
A person not cooking in the home.,A person typically do desire to afford food.,1
A person hate home food .,A person typically do desire to afford food.,0
A person like eat.,A person typically do desire to afford food.,1
A person get a job with sufficient income.,A person typically do desire to afford food.,1
A person is unable to get a job.,A person typically do desire to afford food.,0
Your house is already too cluttered with products.,Buying products can typically be used as filling house.,0
You are homeless.,Buying products can typically be used as filling house.,0
You live in shared space.,Buying products can typically be used as filling house.,0
You have a house to fill.,Buying products can typically be used as filling house.,1
You have a house.,Buying products can typically be used as filling house.,1
You have enoug money.,Buying products can typically be used as filling house.,1
The tv is in front of a tredmill.,Watching tv typically cause becoming sedintary.,0
The tv is in front of a couch.,Watching tv typically cause becoming sedintary.,1
Using a television purposefully for a minimum duration.,Using television typically cause getting addicted to.,0
Using a television for watching various programmes during the entire day.,Using television typically cause getting addicted to.,1
Thinking or surfing internet for something good during the time of waiting.,Waiting for typically cause wasting time.,0
Waiting simply with patience by doing nothing at that time.,Waiting for typically cause wasting time.,1
You refuse to participate in judging in the first place.,Judging typically cause getting judged.,0
You believe in karma.,Judging typically cause getting judged.,1
Judgment is wrong.,Judging typically cause getting judged.,0
During the investigation.,Judging typically cause getting judged.,1
The person make itself stronger than the opponent.,A person typically desire opponent to lose.,1
The person is unprepared for the encounter with opponent.,A person typically desire opponent to lose.,0
A person wins the match.,A person typically desire opponent to lose.,1
A person lose the match.,A person typically desire opponent to lose.,0
You are interested.,Yawn can typically be used for expressing boredom.,0
You are interested in situation.,Yawn can typically be used for expressing boredom.,0
You are sleeping.,Yawn can typically be used for expressing boredom.,0
You are bored.,Yawn can typically be used for expressing boredom.,1
You are tired.,Yawn can typically be used for expressing boredom.,1
A person wants to live in a clean environment.,A person typically does desire to clean apartment.,1
The person has cleaning supplies and is at home.,A person typically does desire to clean apartment.,1
The person is away from their apartment.,A person typically does desire to clean apartment.,0
The person is expecting visitors.,A person typically does desire to clean apartment.,1
The person is lazy.,A person typically does desire to clean apartment.,0
You are bald.,Going to hairdresser are typically used for having hair styled.,0
The hairdresser has closed their shop for the night.,Going to hairdresser are typically used for having hair styled.,0
The hairdresser is closed.,Going to hairdresser are typically used for having hair styled.,0
You have long hair.,Going to hairdresser are typically used for having hair styled.,1
You have money to pay the hairdresser.,Going to hairdresser are typically used for having hair styled.,1
You pay the hairdresser.,Going to hairdresser are typically used for having hair styled.,1
A person has a talent.,A person typically desires discover new things.,1
A person has a talent.,A person typically desires discover new things.,0
A person is experimenter.,A person typically desires discover new things.,1
A person is idle.,A person typically desires discover new things.,0
The person is courageous and curious.,A person typically desires discover new things.,1
The person has discovered everything.,A person typically desires discover new things.,0
The person is in a sober state of mind.,A person typically desires think.,1
The person is drunk.,A person typically desires think.,0
The person has forgotten something.,A person typically desires think.,1
The person is unconscious.,A person typically desires think.,0
She goes slowly.,Doing exercises can typically be used for rasing metabolism.,0
You eat too much.,Doing exercises can typically be used for rasing metabolism.,0
He is confined to a bed.,Doing exercises can typically be used for rasing metabolism.,0
She does cardio.,Doing exercises can typically be used for rasing metabolism.,1
You do exercises frequently.,Doing exercises can typically be used for rasing metabolism.,1
She is going on run.,Doing exercises can typically be used for rasing metabolism.,1
A person eat food on correct time.,A person typically do desire to go through life in fine health.,1
A person eat food on correct time.,A person typically do desire to go through life in fine health.,0
The person is healthy.,A person typically do desire to go through life in fine health.,1
The person is unhealthy.,A person typically do desire to go through life in fine health.,0
The person maintains a healthy body.,A person typically do desire to go through life in fine health.,1
The person succumbs to drugs.,A person typically do desire to go through life in fine health.,0
A person is rich to go in first class.,A person typically desires go first class.,1
A person is poor.,A person typically desires go first class.,0
The person likes luxury .,A person typically desires go first class.,1
The person only accepts simplicity .,A person typically desires go first class.,0
The person is rich.,A person typically desires go first class.,1
The person is poor.,A person typically desires go first class.,0
The person buys a home.,A person typically do desire to have home to live in.,1
The person is unable to afford a home.,A person typically do desire to have home to live in.,0
A person earns and buys home.,A person typically do desire to have home to live in.,1
A person is poor to buy home.,A person typically do desire to have home to live in.,0
A person has a family.,A person typically do desire to have home to live in.,1
If a person is sage.,A person typically do desire to have home to live in.,0
I dont have telephone.,Talking with far away typically causes using telephone.,0
I have used the talking to telephone.,Talking with far away typically causes using telephone.,1
The defender saves the shots.,Playing hockey typically causes scoring goal.,0
The hockey players shoot the puck.,Playing hockey typically causes scoring goal.,1
The person is logical and intelligent.,A person typically do desire to understand what being told.,1
The person is distracted easily.,A person typically do desire to understand what being told.,0
Something is being told to the person.,A person typically do desire to understand what being told.,1
There is nothing being told to the person.,A person typically do desire to understand what being told.,0
Person is having fun.,Taking break typically cause stress reduction.,0
Person has a lot of work.,Taking break typically cause stress reduction.,1
You are tired.,Dancing typically cause becoming more agile.,0
You have stretched.,Dancing typically cause becoming more agile.,1
A person wants their stomach to be flatter.,A person typically have desire for flat stomach.,1
A person does not care for a flatter stomach.,A person typically have desire for flat stomach.,0
The person exercises.,A person typically have desire for flat stomach.,1
The person eats too much.,A person typically have desire for flat stomach.,0
The person prefers fitness.,A person typically have desire for flat stomach.,1
The person prefers junk food and unhealthy lifestyle .,A person typically have desire for flat stomach.,0
A person is materialistic and wants fast cars.,A person typically desire fast cars.,1
The person admires cars and machines .,A person typically desire fast cars.,1
